run_name,runtime_seconds,final_score,run_write_time
feature_based_agent_20260422_064004,98.77971887588501,-2684.2651405334473,1776865204.5036447
feature_based_agent_20260422_064349,219.48440599441528,-2081.6348152160645,1776865429.6055796
feature_based_agent_20260422_064934,579.6793880462646,4996.395782470703,1776865774.6323147
feature_based_agent_20260422_070119,97.96902275085449,-3883.9012145996094,1776866479.8370388
feature_based_agent_20260422_070504,399.71816968917847,2917.742290496826,1776866704.8237846
feature_based_agent_20260422_071350,120.70487809181213,-3544.013717651367,1776867230.0031548
feature_based_agent_20260422_071835,76.6480758190155,-2253.429718017578,1776867515.0457408
feature_based_agent_20260422_072220,49.57991075515747,-3501.132278442383,1776867740.1415386
feature_based_agent_20260422_072605,50.89319586753845,-3662.7013549804688,1776867965.1478584
feature_based_agent_20260422_072950,116.02989959716797,-3277.0154571533203,1776868190.2890582
feature_based_agent_20260422_073435,159.8638916015625,-3484.729808807373,1776868475.3895247
feature_based_agent_20260422_073920,219.40221691131592,-2174.69002532959,1776868760.476033
feature_based_agent_20260422_074505,90.17904877662659,-2983.7803115844727,1776869105.5334096
feature_based_agent_20260422_074850,280.0259494781494,345.9200744628906,1776869330.611821
feature_based_agent_20260422_075535,579.6166710853577,5098.590221405029,1776869735.6627324
feature_based_agent_20260422_080720,99.04084134101868,-2875.8439178466797,1776870440.8139312
feature_based_agent_20260422_081105,650.0257868766785,13023.619794845581,1776870665.8135693
feature_based_agent_20260422_082321,399.99501967430115,874.7067794799805,1776871401.0047598
feature_based_agent_20260422_083206,113.30702185630798,-3404.660125732422,1776871926.0943964
feature_based_agent_20260422_083651,280.19874477386475,482.3973083496094,1776872211.2090502
feature_based_agent_20260422_084336,339.713591337204,241.52490985393524,1776872616.2428806
feature_based_agent_20260422_085121,278.9609613418579,-3445.3216590881348,1776873081.3911324
feature_based_agent_20260422_085806,218.53946781158447,-3295.4705963134766,1776873486.3957825
feature_based_agent_20260422_090351,400.3574116230011,1726.657314300537,1776873831.5332594
feature_based_agent_20260422_091236,159.24857354164124,-4060.039047241211,1776874356.619049
feature_based_agent_20260422_091721,340.2860014438629,342.88140869140625,1776874641.7418537
feature_based_agent_20260422_092422,99.41551566123962,-2301.9226684570312,1776875062.0159025
feature_based_agent_20260422_092807,160.23952293395996,151.46128845214844,1776875287.0796657
feature_based_agent_20260422_093252,400.1402053833008,2020.2704677581787,1776875572.1420908
feature_based_agent_20260422_094137,116.0574779510498,-3360.399200439453,1776876097.2502067
feature_based_agent_20260422_094622,279.4324252605438,-318.50580978393555,1776876382.345199
feature_based_agent_20260422_095307,1498.1571893692017,9152.908658504486,1776876787.5003855
feature_based_agent_20260422_101923,77.2345643043518,-1844.1166439056396,1776878363.1234865
feature_based_agent_20260422_102308,197.2650203704834,-3356.0435333251953,1776878588.284058
feature_based_agent_20260422_102853,592.3298082351685,357.6698913574219,1776878933.2684228
feature_based_agent_20260422_104038,220.72492241859436,2200.511671066284,1776879638.462236
feature_based_agent_20260422_151837,62.02146100997925,-3414.666748046875,1776896317.3633246
feature_based_agent_20260423_050314,112.10991668701172,-3504.5732421875,1776945794.8527815
feature_based_agent_20260423_050653,99.23746061325073,-3571.766357421875,1776946013.835141
feature_based_agent_20260423_051038,168.3392791748047,-3589.656982421875,1776946238.8144763
feature_based_agent_20260423_051523,98.56129384040833,-3757.199264526367,1776946523.9193275
feature_based_agent_20260423_051908,158.519926071167,-1539.6424560546875,1776946748.969069
feature_based_agent_20260423_052354,131.3540802001953,-2513.1259765625,1776947034.097948
feature_based_agent_20260423_052739,710.9590454101562,14102.146484375,1776947259.185162
feature_based_agent_20260423_053958,178.9029083251953,-3648.70849609375,1776947998.345002
feature_based_agent_20260423_054439,277.7417492866516,-280.79273986816406,1776948279.6890936
feature_based_agent_20260423_055124,620.1025390625,5338.56982421875,1776948684.7867804
feature_based_agent_20260423_060309,459.0084722042084,4137.350978851318,1776949389.8347304
feature_based_agent_20260423_061254,104.84074401855469,-3233.164306640625,1776949974.9570386
feature_based_agent_20260423_061640,159.7144320011139,-3505.808925628662,1776950200.0282404
feature_based_agent_20260423_062125,339.0475549697876,2575.7931134700775,1776950485.1220682
feature_based_agent_20260423_062910,99.09464120864868,-3710.5628967285156,1776950950.1909633
feature_based_agent_20260423_063255,646.6221923828125,923.2325439453125,1776951175.2785614
feature_based_agent_20260423_064440,100.42457818984985,-2486.390687942505,1776951880.423666
feature_based_agent_20260423_064825,167.16696166992188,-3620.58642578125,1776952105.530628
feature_based_agent_20260423_065310,99.73911643028259,-3034.248438358307,1776952390.6024537
feature_based_agent_20260423_065655,98.77566599845886,-3191.104259490967,1776952615.6717281
feature_based_agent_20260423_070040,159.24622893333435,-3503.4804496765137,1776952840.776666
feature_based_agent_20260423_070525,130.654541015625,-2704.866943359375,1776953125.8879707
feature_based_agent_20260423_070910,460.0042085647583,82.35292863845825,1776953350.9546096
feature_based_agent_20260423_071856,99.6895751953125,-3383.844970703125,1776953936.1409376
feature_based_agent_20260423_072241,158.9167411327362,-3017.8005294799805,1776954161.1207752
feature_based_agent_20260423_072726,140.10418701171875,-2405.42333984375,1776954446.273219
feature_based_agent_20260423_073111,99.06878399848938,-2379.906364440918,1776954671.3717644
feature_based_agent_20260423_073456,310.61883544921875,-3201.97607421875,1776954896.4061494
feature_based_agent_20260423_074141,99.16887378692627,-2594.2711791992188,1776955301.536039
feature_based_agent_20260423_074526,338.6341185569763,-4102.06721496582,1776955526.573968
feature_based_agent_20260423_075311,166.73268127441406,-3257.598876953125,1776955991.713199
feature_based_agent_20260423_075756,159.24181246757507,-3340.0478076934814,1776956276.8170516
feature_based_agent_20260423_080241,138.79415893554688,-2849.8212890625,1776956561.866925
feature_based_agent_20260423_080626,99.24165201187134,-3652.213821411133,1776956786.9658394
feature_based_agent_20260423_081012,164.63070678710938,-3356.568115234375,1776957012.0329566
feature_based_agent_20260423_081457,398.9170081615448,3294.857847213745,1776957297.1382604
feature_based_agent_20260423_082342,158.70106554031372,-2194.217052459717,1776957822.2757106
feature_based_agent_20260423_082827,159.05453896522522,-1538.9535827636719,1776958107.348894
feature_based_agent_20260423_083312,159.1034140586853,-3788.091842651367,1776958392.4203608
feature_based_agent_20260423_083757,101.90678405761719,-3745.224609375,1776958677.4920974
feature_based_agent_20260423_084142,279.6794943809509,-1357.5551376342773,1776958902.5923107
feature_based_agent_20260423_084827,278.3558747768402,-1325.1993103027344,1776959307.7104645
feature_based_agent_20260423_085512,149.3955078125,-3388.342041015625,1776959712.8232875
feature_based_agent_20260423_085857,156.37576293945312,-3105.601318359375,1776959937.9272583
feature_based_agent_20260423_090343,165.7076416015625,-3434.468994140625,1776960223.001484
feature_based_agent_20260423_090828,646.6602172851562,1268.078857421875,1776960508.083783
feature_based_agent_20260423_092013,164.29981994628906,-3287.40185546875,1776961213.2072084
feature_based_agent_20260423_092458,166.57420349121094,-3377.80615234375,1776961498.3127947
feature_based_agent_20260423_092943,278.9019525051117,427.73860931396484,1776961783.417606
feature_based_agent_20260423_093628,103.26278686523438,-3163.10986328125,1776962188.483146
feature_based_agent_20260423_094013,279.1984670162201,-1573.2492656707764,1776962413.5355382
feature_based_agent_20260423_094658,99.73763227462769,-3169.5107421875,1776962818.648084
feature_based_agent_20260423_095043,218.3630166053772,-1307.7535095214844,1776963043.7176628
feature_based_agent_20260423_095628,143.43795776367188,-2851.853271484375,1776963388.785433
feature_based_agent_20260423_100013,339.07993388175964,-254.93932342529297,1776963613.8412406
feature_based_agent_20260423_100758,141.17080688476562,-2677.773681640625,1776964078.990319
feature_based_agent_20260423_101144,159.05755376815796,-3310.0762882232666,1776964304.0637143
feature_based_agent_20260423_101629,645.2894287109375,1264.13232421875,1776964589.1354983
feature_based_agent_20260423_102814,160.0065586566925,-743.635137796402,1776965294.3033514
feature_based_agent_20260423_103259,280.1080632209778,-1384.011775970459,1776965579.2914574
feature_based_agent_20260423_103944,709.1744384765625,12972.46484375,1776965984.4455082
feature_based_agent_20260423_105159,159.97817015647888,-3702.957809448242,1776966719.6786754
feature_based_agent_20260423_105644,163.28814697265625,-3650.652587890625,1776967004.6830342
feature_based_agent_20260423_110129,279.0806796550751,-615.9306640625,1776967289.835115
feature_based_agent_20260424_045712,75.98922610282898,-1857.9830017089844,1777031832.6052
feature_based_agent_20260424_050051,710.5738525390625,11162.34375,1777032051.2699988
feature_based_agent_20260424_051306,159.92889213562012,-3345.203716278076,1777032786.3374767
feature_based_agent_20260424_051751,166.4744110107422,-3659.93798828125,1777033071.4170063
feature_based_agent_20260424_052236,98.4788556098938,-2500.4609928131104,1777033356.5744305
feature_based_agent_20260424_052621,647.1449584960938,1531.0927734375,1777033581.4856935
feature_based_agent_20260424_053806,99.63410949707031,-3264.8330078125,1777034286.6685083
feature_based_agent_20260424_054151,458.2953271865845,3129.820415496826,1777034511.7217557
feature_based_agent_20260424_055136,175.4256591796875,-3331.01171875,1777035096.82704
feature_based_agent_20260424_055625,139.42525458335876,-3066.890594482422,1777035385.7691927
feature_based_agent_20260424_060107,158.8059139251709,-3878.246681213379,1777035667.206438
feature_based_agent_20260424_060552,645.3832397460938,658.021240234375,1777035952.242968
feature_based_agent_20260424_061737,139.9369659423828,-2971.80322265625,1777036657.4129589
feature_based_agent_20260424_062122,219.32793927192688,-2629.480118751526,1777036882.4812095
feature_based_agent_20260424_062707,143.21778869628906,-2550.384521484375,1777037227.5436041
feature_based_agent_20260424_063052,705.4227905273438,5586.392578125,1777037452.6483338
feature_based_agent_20260424_064307,131.39480590820312,-2411.03076171875,1777038187.8299303
feature_based_agent_20260424_064652,99.06824588775635,-2244.148582458496,1777038412.8411255
feature_based_agent_20260424_065037,2103.322998046875,12015.61328125,1777038637.933286
feature_based_agent_20260424_072609,4302.65380859375,917.2677001953125,1777040769.332096
feature_based_agent_20260424_083848,101.00190734863281,-3132.164794921875,1777045128.6504107
feature_based_agent_20260424_084233,339.3297357559204,-3880.0284118652344,1777045353.6272388
feature_based_agent_20260424_085018,136.76995849609375,-3086.15185546875,1777045818.7465854
feature_based_agent_20260424_085403,704.0596313476562,5988.5537109375,1777046043.7967153
feature_based_agent_20260424_090618,160.05523252487183,-401.45397186279297,1777046778.9748828
feature_based_agent_20260424_091104,146.54908752441406,-2700.885498046875,1777047064.0604796
feature_based_agent_20260424_091449,338.78334307670593,-3877.0766944885254,1777047289.108946
feature_based_agent_20260424_092234,138.80735778808594,-3187.216796875,1777047754.2818995
feature_based_agent_20260424_092619,99.23707056045532,-2736.330042362213,1777047979.3051903
feature_based_agent_20260424_093004,99.36914849281311,-3622.8865509033203,1777048204.3920228
feature_based_agent_20260424_093349,868.029951095581,-2082.6372294425964,1777048429.4439592
feature_based_agent_20260424_095023,140.2954864501953,-2610.303955078125,1777049423.127785
feature_based_agent_20260424_095408,149.67953491210938,-3374.74365234375,1777049648.1241634
feature_based_agent_20260424_095853,579.8075003623962,4094.5357127189636,1777049933.2750509
feature_based_agent_20260424_101038,700.9503173828125,11041.5048828125,1777050638.382327
feature_based_agent_20260424_102238,160.52839040756226,-3362.0086212158203,1777051358.5569532
feature_based_agent_20260424_102723,197.8721923828125,-3617.573974609375,1777051643.6531646
feature_based_agent_20260424_103208,200.3153076171875,-3223.314453125,1777051928.6966765
feature_based_agent_20260424_103653,680.5125522613525,-3739.0515632629395,1777052213.7907627
feature_based_agent_20260424_105020,100.92098236083984,-3438.358642578125,1777053020.3847692
feature_based_agent_20260424_105405,98.68993639945984,-2118.5506896972656,1777053245.4659667
feature_based_agent_20260425_050018,129.79914236068726,-3239.5292015075684,1777118418.2951381
feature_based_agent_20260425_050459,100.60320281982422,-3403.404541015625,1777118699.153397
feature_based_agent_20260425_050843,217.26639246940613,-3352.7227367162704,1777118923.1622574
feature_based_agent_20260425_051427,710.7760009765625,12835.2119140625,1777119267.8174317
feature_based_agent_20260425_052642,99.32804846763611,-2320.5391235351562,1777120002.982422
feature_based_agent_20260425_053028,201.6543426513672,-2753.9326171875,1777120228.0031488
feature_based_agent_20260425_053413,98.5652425289154,-3095.617193222046,1777120453.062901
feature_based_agent_20260425_053758,99.03227376937866,-2426.9781455993652,1777120678.1109462
feature_based_agent_20260425_054143,458.62582540512085,2378.817268371582,1777120903.1652448
feature_based_agent_20260425_055128,196.8487548828125,-3725.276123046875,1777121488.270106
feature_based_agent_20260425_055613,159.36319661140442,-3163.7764320373535,1777121773.3535511
feature_based_agent_20260425_060058,96.5571517944336,-3633.85986328125,1777122058.4331563
feature_based_agent_20260425_060443,518.8247587680817,1943.4470624923706,1777122283.5023012
feature_based_agent_20260425_061528,104.22213745117188,-3609.192626953125,1777122928.6079564
feature_based_agent_20260425_061913,644.6657104492188,1077.7344970703125,1777123153.7167473
feature_based_agent_20260425_063058,130.2181854248047,-2628.181884765625,1777123858.8888912
feature_based_agent_20260425_063443,339.9981806278229,1635.5782089233398,1777124083.8949175
feature_based_agent_20260425_064232,155.67947387695312,-3010.86181640625,1777124552.8382702
feature_based_agent_20260425_064714,99.60605788230896,-2464.061492919922,1777124834.3067765
feature_based_agent_20260425_065059,176.82284545898438,-3139.579345703125,1777125059.4637296
feature_based_agent_20260425_065544,160.14376020431519,-3805.33309173584,1777125344.5133398
feature_based_agent_20260425_070029,177.10874938964844,-3666.26318359375,1777125629.6034625
feature_based_agent_20260425_070514,579.6158249378204,6571.66686719656,1777125914.719432
feature_based_agent_20260425_071659,98.85700130462646,-2821.009740829468,1777126619.867311
feature_based_agent_20260425_072044,398.88858938217163,1424.5950813889503,1777126844.9033735
feature_based_agent_20260425_072930,174.248046875,-2081.8447265625,1777127370.0322673
feature_based_agent_20260425_073330,279.19611167907715,555.427562713623,1777127610.2389202
feature_based_agent_20260425_074015,279.457234621048,254.96271514892578,1777128015.3560224
feature_based_agent_20260425_074700,159.07865977287292,-3438.697250366211,1777128420.4321105
feature_based_agent_20260425_075145,99.12312316894531,-3535.81201171875,1777128705.5110176
feature_based_agent_20260425_075530,172.20098876953125,-3688.578125,1777128930.6089406
feature_based_agent_20260425_080015,160.5476427078247,-1727.5760192871094,1777129215.6730876
feature_based_agent_20260425_080500,156.0791473388672,-3238.400634765625,1777129500.722902
feature_based_agent_20260425_080945,138.88327026367188,-2575.463134765625,1777129785.828078
feature_based_agent_20260425_081330,99.29580664634705,-2634.1268424987793,1777130010.8753452
feature_based_agent_20260425_081715,278.2880108356476,-518.2125625610352,1777130235.9394255
feature_based_agent_20260425_082401,164.5583038330078,-3529.181884765625,1777130641.053594
feature_based_agent_20260425_082846,99.36539101600647,-3986.799758911133,1777130926.1311378
feature_based_agent_20260425_083231,163.22984313964844,-3147.065185546875,1777131151.2151875
feature_based_agent_20260425_083716,158.86207962036133,-3100.959755897522,1777131436.2795136
feature_based_agent_20260425_084201,146.11781311035156,-3776.400390625,1777131721.3767612
feature_based_agent_20260425_084546,339.6995520591736,1684.9685516357422,1777131946.4281416
feature_based_agent_20260425_085331,159.60164380073547,-2520.3247985839844,1777132411.5599961
feature_based_agent_20260425_085816,158.05656266212463,-1600.9258270263672,1777132696.6860344
feature_based_agent_20260425_090301,170.94976806640625,-3630.219970703125,1777132981.7502925
feature_based_agent_20260425_090746,645.82421875,924.2722778320312,1777133266.8609612
feature_based_agent_20260425_091932,134.76136779785156,-3223.622314453125,1777133972.0438783
feature_based_agent_20260425_092317,98.46578979492188,-3453.2685546875,1777134197.0806491
feature_based_agent_20260425_092702,105.62664794921875,-3681.32958984375,1777134422.1698642
feature_based_agent_20260425_093047,279.45678424835205,-4410.467743873596,1777134647.1943595
feature_based_agent_20260425_093732,218.90327858924866,2723.1607999801636,1777135052.2729526
feature_based_agent_20260425_094317,279.74454736709595,-984.3111686706543,1777135397.3468657
feature_based_agent_20260425_095002,99.16210794448853,-2931.7484130859375,1777135802.4607286
feature_based_agent_20260425_095347,162.94532775878906,-3451.627685546875,1777136027.5234923
feature_based_agent_20260425_095832,169.50807189941406,-3418.453369140625,1777136312.6105626
feature_based_agent_20260425_100317,203.9125518798828,-3449.060546875,1777136597.7134364
feature_based_agent_20260425_100802,286.1764221191406,-2185.23828125,1777136882.8428926
feature_based_agent_20260425_101317,339.13251066207886,-4147.1026611328125,1777137197.9203773
feature_based_agent_20260425_102103,280.48600029945374,195.12602996826172,1777137663.0790787
feature_based_agent_20260425_102748,645.0343627929688,403.31182861328125,1777138068.1696205
feature_based_agent_20260425_103933,103.14178466796875,-3629.972412109375,1777138773.3578675
feature_based_agent_20260425_104318,159.23479223251343,-3508.4427127838135,1777138998.3809333
feature_based_agent_20260425_104803,137.4794464111328,-2422.0615234375,1777139283.4395401
feature_based_agent_20260425_105148,163.80226135253906,-3688.342529296875,1777139508.5422845
feature_based_agent_20260425_105633,158.60604858398438,-3294.44091796875,1777139793.5741134
feature_based_agent_20260425_161409,41.04778027534485,-197.43753051757812,1777158849.8636117
feature_based_agent_20260425_161752,95.79783129692078,-693.0597381591797,1777159072.9844894
feature_based_agent_20260425_162238,44.68572950363159,-2120.2420806884766,1777159358.0406718
feature_based_agent_20260425_162623,325.9689693450928,5441.320909500122,1777159583.0516882
feature_based_agent_20260425_163508,563.9083154201508,13000.223063468933,1777160108.3428645
feature_based_agent_20260425_164653,575.8513538837433,9040.548709094524,1777160813.3731728
feature_based_agent_20260425_165838,252.13059830665588,3909.0921783447266,1777161518.5478232
feature_based_agent_20260425_170523,83.24260807037354,163.169771194458,1777161923.5999682
feature_based_agent_20260425_171008,190.32020902633667,-1954.60888671875,1777162208.803832
